order_id,courier,order_date,promised_date,delivered_date,delay_days,city,zone,category,weight_kg
AMZ108970,Amazon Logistics,2025-06-06,2025-06-09,2025-06-12,3,Kolkata,North,Electronics,0.54
AMZ108452,Shiprocket,2024-01-02,2024-01-06,2024-01-07,1,Bangalore,Central,Beauty,0.1
AMZ107799,Shiprocket,2024-08-12,2024-08-13,2024-08-14,1,Delhi,South,Clothing,0.23
AMZ100476,DTDC,2025-03-29,2025-04-01,2025-04-02,1,Kolkata,South,Electronics,0.87
AMZ101487,DTDC,2025-10-13,2025-10-14,2025-10-25,11,Mumbai,North,Home & Kitchen,0.16
AMZ100087,Delhivery,2024-10-03,2024-10-10,2024-10-13,3,Delhi,Central,Toys,0.42
AMZ103237,Ekart,2025-02-19,2025-02-21,2025-03-04,11,Kolkata,West,Toys,0.1
AMZ101469,Ekart,2024-01-01,2024-01-03,2024-01-07,4,Mumbai,East,Beauty,0.15
AMZ103883,BlueDart,2024-03-05,2024-03-06,2024-03-09,3,Chennai,East,Books,1.11
AMZ106764,XpressBees,2024-03-02,2024-03-16,2024-03-18,2,Mumbai,South,Books,1.44
AMZ107831,XpressBees,2024-12-27,2024-12-30,2025-01-02,3,Kolkata,West,Books,3.21
AMZ104598,XpressBees,2025-11-09,2025-11-11,2025-11-12,1,Chennai,West,Books,0.28
AMZ101696,BlueDart,2024-08-18,2024-08-21,2024-08-22,1,Pune,Central,Books,1.58
AMZ100676,Delhivery,2025-10-22,2025-10-25,2025-10-27,2,Delhi,North,Electronics,0.93
AMZ107365,Delhivery,2025-07-14,2025-07-24,2025-07-25,1,Ahmedabad,West,Clothing,1.02
AMZ105615,Delhivery,2025-02-21,2025-02-28,2025-03-04,4,Kolkata,Central,Clothing,0.87
AMZ106568,DTDC,2024-03-22,2024-03-23,2024-03-24,1,Mumbai,North,Home & Kitchen,1.45
AMZ104329,Delhivery,2024-06-12,2024-06-15,2024-06-16,1,Kolkata,South,Clothing,1.25
AMZ108549,Ekart,2025-09-07,2025-09-14,2025-09-14,0,Delhi,West,Grocery,0.42
AMZ107760,DTDC,2025-03-15,2025-03-18,2025-03-20,2,Pune,North,Grocery,0.98
AMZ103119,Delhivery,2024-03-02,2024-03-03,2024-03-05,2,Chennai,Central,Books,1.51
AMZ104521,BlueDart,2025-03-24,2025-03-26,2025-03-28,2,Kolkata,Central,Home & Kitchen,4.97
AMZ109626,XpressBees,2024-11-05,2024-11-09,2024-11-13,4,Kolkata,West,Clothing,0.14
AMZ105483,Delhivery,2025-06-08,2025-06-09,2025-06-11,2,Hyderabad,East,Home & Kitchen,4.46
AMZ108603,Delhivery,2025-10-01,2025-10-03,2025-10-06,3,Bangalore,North,Beauty,1.02
AMZ101144,GATI,2025-11-02,2025-11-06,2025-12-01,25,Chennai,West,Grocery,1.3
AMZ108161,Delhivery,2025-08-27,2025-08-28,2025-08-29,1,Mumbai,East,Electronics,1.24
AMZ106867,XpressBees,2025-02-19,2025-02-21,2025-02-23,2,Kochi,West,Books,0.19
AMZ102432,Shiprocket,2025-04-23,2025-04-29,2025-05-02,3,Bangalore,South,Electronics,1.14
AMZ106943,Ekart,2025-05-07,2025-05-09,2025-05-11,2,Kolkata,West,Grocery,3.24
AMZ104821,Delhivery,2025-09-29,2025-10-01,2025-10-01,0,Kolkata,East,Grocery,2.54
AMZ107931,DTDC,2025-05-28,2025-05-31,2025-06-01,1,Ahmedabad,Central,Electronics,0.72
AMZ101908,Delhivery,2025-08-23,2025-08-24,2025-08-27,3,Chennai,South,Grocery,0.47
AMZ102304,GATI,2024-12-14,2024-12-16,2024-12-19,3,Mumbai,South,Books,0.91
AMZ105453,Delhivery,2025-11-12,2025-11-26,2025-12-18,22,Mumbai,North,Home & Kitchen,1.11
AMZ102046,Delhivery,2024-02-22,2024-03-07,2024-03-08,1,Kolkata,West,Electronics,3.11
AMZ102442,XpressBees,2025-11-15,2025-11-16,2025-11-17,1,Hyderabad,North,Grocery,3.54
AMZ100938,BlueDart,2025-07-07,2025-07-09,2025-07-11,2,Mumbai,East,Grocery,0.41
AMZ106658,XpressBees,2024-06-09,2024-06-11,2024-06-12,1,Delhi,Central,Grocery,0.52
AMZ107709,XpressBees,2025-08-10,2025-08-14,2025-08-16,2,Delhi,West,Beauty,0.23
AMZ102716,XpressBees,2025-04-28,2025-05-01,2025-05-05,4,Bangalore,West,Clothing,2.42
AMZ106878,GATI,2024-07-19,2024-07-21,2024-07-25,4,Kochi,West,Clothing,2.2
AMZ104914,DTDC,2024-01-30,2024-01-31,2024-02-01,1,Pune,East,Clothing,0.36
AMZ105542,Delhivery,2025-04-30,2025-05-02,2025-05-04,2,Ahmedabad,East,Beauty,1.34
AMZ107735,GATI,2024-10-12,2024-10-17,2024-10-18,1,Hyderabad,East,Toys,2.52
AMZ108418,DTDC,,,,2,Mumbai,South,Books,2.05
AMZ107168,XpressBees,2025-04-13,2025-04-16,2025-04-16,0,Chennai,Central,Home & Kitchen,0.79
AMZ106069,Shiprocket,2024-07-26,2024-07-27,2024-07-29,2,Hyderabad,West,Electronics,2.64
AMZ107219,GATI,2025-05-25,2025-05-27,2025-05-29,2,Pune,North,Grocery,0.78
AMZ103869,GATI,2024-06-09,2024-06-13,2024-06-14,1,Delhi,West,Beauty,2.7
AMZ108599,Shiprocket,2024-10-01,2024-10-02,2024-10-06,4,Ahmedabad,Central,Clothing,0.21
AMZ103894,Amazon Logistics,2025-05-07,2025-05-10,2025-05-28,18,Chennai,Central,Grocery,2.29
AMZ104614,GATI,2024-03-17,2024-03-18,2024-03-21,3,Bangalore,West,Books,1.62
AMZ103952,Ekart,2024-01-26,2024-01-27,2024-01-29,2,Hyderabad,West,Books,0.34
AMZ101012,DTDC,2025-06-23,2025-06-29,2025-07-02,3,Kochi,South,Toys,0.49
AMZ107182,Amazon Logistics,2025-06-11,2025-06-15,2025-06-16,1,Ahmedabad,South,Grocery,0.4
AMZ104689,Amazon Logistics,2024-10-05,2024-10-06,2024-10-12,6,Mumbai,West,Toys,1.82
AMZ101944,Delhivery,2025-06-26,2025-06-28,2025-06-29,1,Delhi,North,Books,0.1
AMZ104625,GATI,2025-02-20,2025-02-26,2025-03-03,5,Hyderabad,West,Home & Kitchen,7.02
AMZ106626,Amazon Logistics,2025-03-20,2025-03-25,2025-03-26,1,Delhi,West,Beauty,0.71
AMZ105074,GATI,2024-10-17,2024-10-18,2024-10-19,1,Mumbai,West,Grocery,2.35
AMZ109208,Ekart,2024-10-30,2024-10-31,2024-11-03,3,Delhi,South,Electronics,0.43
AMZ108437,Ekart,2024-08-13,2024-08-16,2024-08-17,1,Delhi,South,Electronics,1.46
AMZ106301,BlueDart,2025-07-13,2025-07-15,2025-07-18,3,Hyderabad,North,Clothing,3.08
AMZ100276,Ekart,2024-07-09,2024-07-12,2024-07-15,3,Kochi,West,Grocery,6.73
AMZ103954,BlueDart,2024-07-15,2024-07-17,2024-07-17,0,Chennai,Central,Grocery,2.41
AMZ106455,XpressBees,2024-09-20,2024-09-30,2024-10-04,4,Mumbai,West,Clothing,0.95
AMZ106094,GATI,2024-12-18,2024-12-21,2024-12-25,4,Hyderabad,East,Beauty,1.17
AMZ105188,BlueDart,2024-05-19,2024-05-22,2024-05-20,-2,Delhi,East,Grocery,0.1
AMZ108571,Amazon Logistics,2024-12-03,2024-12-04,2024-12-06,2,Bangalore,East,Grocery,3.03
AMZ109249,GATI,2024-06-11,2024-06-12,2024-06-12,0,Bangalore,North,Electronics,3.4
AMZ101615,GATI,2024-07-11,2024-07-17,2024-07-18,1,Mumbai,North,Clothing,0.1
AMZ103532,GATI,2024-07-16,2024-07-18,2024-07-21,3,Kolkata,South,Grocery,2.73
AMZ109256,Shiprocket,2024-04-24,2024-04-28,2024-04-29,1,Chennai,Central,Books,2.53
AMZ104735,Ekart,2025-08-11,2025-08-13,2025-08-15,2,Chennai,East,Electronics,1.6
AMZ101184,BlueDart,2024-02-08,2024-02-15,2024-02-15,0,Mumbai,West,Clothing,1.04
AMZ109560,Amazon Logistics,2024-04-19,2024-04-25,2024-04-26,1,Hyderabad,East,Toys,1.24
AMZ106492,Ekart,2024-11-05,2024-11-08,2024-11-12,4,Mumbai,Central,Grocery,0.72
AMZ105117,Amazon Logistics,2024-11-12,2024-11-13,2024-11-16,3,Ahmedabad,South,Toys,1.84
AMZ104526,Ekart,2024-02-23,2024-03-04,2024-03-07,3,Kochi,East,Electronics,0.53
AMZ109027,BlueDart,2024-01-14,2024-01-16,2024-01-17,1,Mumbai,South,Home & Kitchen,1.62
AMZ107159,Delhivery,2025-08-02,2025-08-07,2025-08-07,0,Mumbai,East,Clothing,0.98
AMZ102777,XpressBees,2025-02-12,2025-02-18,2025-02-19,1,Kochi,East,Toys,0.74
AMZ100873,Delhivery,2024-10-03,2024-10-06,2024-10-07,1,Ahmedabad,North,Clothing,0.4
AMZ108915,BlueDart,2025-03-24,2025-03-28,2025-04-01,4,Pune,East,Clothing,1.27
AMZ103251,BlueDart,2025-04-16,2025-04-18,2025-04-19,1,Bangalore,South,Grocery,0.72
AMZ109260,DTDC,2025-09-05,2025-09-09,2025-09-11,2,Hyderabad,North,Electronics,0.75
AMZ106044,Ekart,2024-11-11,2024-11-18,2024-11-20,2,Hyderabad,West,Home & Kitchen,0.3
AMZ106432,BlueDart,2025-02-02,2025-02-03,2025-02-05,2,Kolkata,North,Books,0.2
AMZ101024,Ekart,2025-03-31,2025-04-01,2025-04-05,4,Mumbai,South,Beauty,0.26
AMZ102006,Delhivery,2025-10-12,2025-10-13,2025-10-13,0,Bangalore,Central,Toys,0.57
AMZ107703,Ekart,2025-08-10,2025-08-11,2025-08-11,0,Chennai,East,Home & Kitchen,1.79
AMZ108596,BlueDart,2025-08-16,2025-08-17,2025-09-08,22,Delhi,West,Toys,2.12
AMZ103660,Shiprocket,2024-02-28,2024-03-13,2024-03-16,3,Chennai,East,Beauty,2.33
AMZ105552,XpressBees,2025-05-09,2025-05-23,2025-05-24,1,Delhi,East,Toys,2.13
AMZ101741,Delhivery,2025-02-22,2025-02-24,2025-02-25,1,Chennai,West,Electronics,0.1
AMZ102337,XpressBees,2025-06-08,2025-06-13,2025-06-15,2,Bangalore,North,Grocery,0.1
AMZ109186,Delhivery,2024-08-06,2024-08-08,2024-08-10,2,Mumbai,West,Home & Kitchen,0.63
AMZ104259,Delhivery,2024-06-20,2024-06-23,2024-06-25,2,Delhi,North,Toys,0.16
AMZ105103,Shiprocket,2024-09-08,2024-09-10,2024-09-12,2,Bangalore,East,Grocery,0.64
AMZ109817,Amazon Logistics,2025-01-01,2025-01-02,2025-01-03,1,Hyderabad,North,Electronics,0.12
AMZ109435,Delhivery,2025-05-08,2025-05-14,2025-05-16,2,Bangalore,East,Grocery,0.43
AMZ100819,Amazon Logistics,2025-06-26,2025-06-28,2025-06-30,2,Bangalore,West,Beauty,0.6
AMZ107674,DTDC,2025-06-02,2025-06-12,2025-06-14,2,Hyderabad,Central,Electronics,0.5
AMZ107741,Delhivery,2025-09-20,2025-09-30,2025-10-02,2,Chennai,West,Beauty,1.81
AMZ100546,Delhivery,2025-03-03,2025-03-06,2025-03-06,0,Chennai,Central,Toys,0.22
AMZ100261,XpressBees,2024-06-23,2024-06-24,2024-06-25,1,Pune,North,Books,1.92
AMZ100940,Ekart,2024-06-17,2024-06-18,2024-06-20,2,Hyderabad,East,Grocery,0.77
AMZ107804,BlueDart,2025-01-30,2025-02-13,2025-02-14,1,Chennai,North,Books,4.35
AMZ107645,XpressBees,2025-10-07,2025-10-12,2025-10-13,1,Kolkata,Central,Electronics,1.36
AMZ102073,Ekart,2025-08-10,2025-08-15,2025-08-16,1,Bangalore,Central,Grocery,0.42
AMZ109213,Ekart,2024-05-09,2024-05-10,2024-05-10,0,Pune,North,Books,0.37
AMZ102883,Amazon Logistics,2024-04-17,2024-04-19,2024-04-20,1,Bangalore,West,Electronics,1.97
AMZ105238,Amazon Logistics,2024-10-27,2024-10-29,2024-10-30,1,Bangalore,West,Beauty,0.32
AMZ100197,Amazon Logistics,2025-03-09,2025-03-10,2025-03-08,-2,Pune,Central,Electronics,1.03
AMZ107867,Delhivery,2025-10-11,2025-10-15,2025-10-16,1,Kolkata,East,Electronics,0.1
AMZ100926,BlueDart,2024-11-17,2024-11-22,2024-11-23,1,Chennai,South,Home & Kitchen,0.63
AMZ101671,Amazon Logistics,2024-07-02,2024-07-03,2024-07-05,2,Pune,East,Electronics,1.53
AMZ100923,Ekart,2025-06-25,2025-06-26,2025-06-26,0,Mumbai,Central,Grocery,0.24
AMZ105347,Delhivery,2025-03-30,2025-04-03,2025-04-06,3,Delhi,East,Home & Kitchen,0.65
AMZ102302,Amazon Logistics,2024-07-10,2024-07-11,2024-07-11,0,Mumbai,Central,Electronics,0.1
AMZ106193,Delhivery,2025-07-22,2025-07-23,2025-07-23,0,Kolkata,East,Grocery,0.51
AMZ109422,BlueDart,2024-06-13,2024-06-14,2024-06-15,1,Hyderabad,North,Electronics,2.14
AMZ106519,BlueDart,2025-05-23,2025-06-06,2025-06-07,1,Delhi,West,Grocery,3.73
AMZ108424,Delhivery,2025-09-20,2025-09-25,2025-09-25,0,Kolkata,Central,Beauty,0.1
AMZ104833,Amazon Logistics,2024-06-12,2024-06-15,2024-06-15,0,Kolkata,North,Beauty,1.51
AMZ108095,XpressBees,2024-03-26,2024-03-28,2024-03-30,2,Ahmedabad,South,Toys,0.73
AMZ103290,Amazon Logistics,2024-05-15,2024-05-19,2024-05-20,1,Chennai,West,Grocery,2.88
AMZ104643,GATI,2024-02-08,2024-02-12,2024-02-15,3,Bangalore,West,Grocery,2.58
AMZ101592,XpressBees,2025-02-09,2025-02-12,2025-02-15,3,Bangalore,South,Grocery,2.78
AMZ108201,Ekart,2025-08-22,2025-08-23,2025-08-25,2,Pune,North,Books,2.45
AMZ109207,Amazon Logistics,2025-10-12,2025-10-15,2025-10-18,3,Delhi,Central,Electronics,1.25
AMZ105397,BlueDart,2025-09-05,2025-09-07,2025-09-08,1,Mumbai,East,Grocery,0.17
AMZ108660,XpressBees,2024-11-02,2024-11-16,2024-11-19,3,Bangalore,West,Books,0.1
AMZ103488,Ekart,2024-05-22,2024-05-23,2024-05-27,4,Bangalore,Central,Toys,0.1
AMZ100864,Amazon Logistics,2025-08-14,2025-08-18,2025-08-19,1,Bangalore,Central,Toys,0.1
AMZ107445,GATI,2024-06-30,2024-07-03,2024-07-09,6,Pune,West,Home & Kitchen,3.19
AMZ100241,XpressBees,2025-10-02,2025-10-03,2025-10-05,2,Bangalore,Central,Clothing,2.04
AMZ105138,XpressBees,2025-07-14,2025-07-17,2025-07-18,1,Mumbai,North,Grocery,2.69
AMZ104919,Delhivery,2024-07-15,2024-07-16,2024-07-16,0,Bangalore,North,Toys,2.63
AMZ105113,Ekart,2025-05-10,2025-05-12,2025-05-14,2,Bangalore,Central,Toys,0.8
AMZ106996,Ekart,2025-09-30,2025-10-02,2025-10-04,2,Chennai,South,Electronics,0.99
AMZ108720,Amazon Logistics,2025-09-11,2025-09-14,2025-09-16,2,Mumbai,North,Beauty,2.53
AMZ104686,Ekart,2025-02-26,2025-03-01,2025-03-03,2,Pune,East,Electronics,1.76
AMZ108400,Ekart,2024-07-17,2024-07-20,2024-07-21,1,Hyderabad,North,Clothing,0.38
AMZ102119,Amazon Logistics,2025-02-11,2025-02-13,2025-02-14,1,Chennai,West,Beauty,0.37
AMZ101311,Ekart,2025-01-28,2025-02-01,2025-02-03,2,Mumbai,West,Grocery,0.8
AMZ103623,Ekart,2025-05-25,2025-05-26,2025-05-25,-1,Hyderabad,North,Electronics,0.27
AMZ103950,Delhivery,2024-06-28,2024-06-30,2024-07-02,2,Bangalore,North,Home & Kitchen,1.26
AMZ102241,BlueDart,2024-08-19,2024-08-21,2024-08-22,1,Bangalore,West,Books,0.12
AMZ102828,Ekart,2024-08-08,2024-08-11,2024-08-13,2,Kolkata,North,Clothing,0.61
AMZ104546,GATI,2024-07-02,2024-07-05,2024-07-09,4,Ahmedabad,West,Toys,0.15
AMZ101611,XpressBees,2024-04-30,2024-05-01,2024-05-06,5,Pune,West,Electronics,1.66
AMZ101380,Amazon Logistics,2024-09-22,2024-09-25,2024-09-25,0,Pune,Central,Clothing,0.72
AMZ106212,BlueDart,2025-02-10,2025-02-12,2025-02-13,1,Delhi,North,Grocery,0.4
AMZ100492,Delhivery,2025-08-20,2025-08-22,2025-08-23,1,Bangalore,West,Beauty,1.03
AMZ104810,Shiprocket,2025-08-13,2025-08-15,2025-08-18,3,Mumbai,East,Electronics,0.3
AMZ108013,DTDC,2024-04-29,2024-05-02,2024-05-04,2,Mumbai,Central,Clothing,0.52
AMZ108281,DTDC,2024-01-04,2024-01-06,2024-01-06,0,Hyderabad,East,Clothing,1.18
AMZ103900,Delhivery,2025-09-21,2025-09-23,2025-09-26,3,Bangalore,South,Grocery,0.58
AMZ101329,Delhivery,2024-09-30,2024-10-02,2024-10-06,4,Chennai,South,Electronics,2.48
AMZ100585,XpressBees,2025-06-03,2025-06-07,2025-06-08,1,Pune,North,Grocery,1.32
AMZ106642,XpressBees,2024-11-03,2024-11-06,2024-11-08,2,Bangalore,North,Books,0.98
AMZ108661,BlueDart,2025-06-16,2025-06-30,2025-07-03,3,Hyderabad,East,Grocery,0.94
AMZ102894,BlueDart,2025-06-19,2025-06-22,2025-06-23,1,Hyderabad,South,Books,0.4
AMZ101854,XpressBees,2024-05-03,2024-05-05,2024-05-06,1,Mumbai,Central,Grocery,0.84
AMZ101224,Ekart,2024-01-30,2024-02-03,2024-02-04,1,Bangalore,North,Electronics,2.42
AMZ107050,XpressBees,2024-05-01,2024-05-02,2024-05-05,3,Bangalore,North,Toys,0.48
AMZ104178,DTDC,2024-06-24,2024-06-27,2024-06-30,3,Mumbai,Central,Clothing,3.03
AMZ105459,XpressBees,2025-11-02,2025-11-06,2025-11-08,2,Delhi,Central,Books,2.32
AMZ101122,Delhivery,2024-01-04,2024-01-05,2024-01-07,2,Bangalore,North,Home & Kitchen,4.09
AMZ106661,Ekart,2025-09-01,2025-09-06,2025-09-06,0,Chennai,East,Grocery,1.0
AMZ109383,Ekart,2025-05-17,2025-05-18,2025-05-21,3,Mumbai,North,Beauty,0.8
AMZ105853,Amazon Logistics,2024-08-01,2024-08-04,2024-08-04,0,Pune,Central,Electronics,0.61
AMZ107956,Amazon Logistics,2025-06-13,2025-06-16,2025-06-18,2,Mumbai,South,Clothing,2.27
AMZ105416,Ekart,2025-05-29,2025-06-02,2025-06-03,1,Ahmedabad,South,Grocery,2.03
AMZ102548,Delhivery,2025-01-17,2025-01-20,2025-01-27,7,Mumbai,Central,Toys,1.08
AMZ100972,Delhivery,2024-08-29,2024-09-01,2024-09-05,4,Ahmedabad,East,Clothing,2.19
AMZ102407,Shiprocket,2025-01-14,2025-01-15,2025-01-16,1,Chennai,East,Books,0.1
AMZ100833,Ekart,2025-02-17,2025-02-18,2025-02-21,3,Chennai,West,Home & Kitchen,0.19
AMZ106701,BlueDart,2025-03-14,2025-03-18,2025-03-18,0,Mumbai,West,Electronics,0.51
AMZ104156,XpressBees,2025-06-02,2025-06-04,2025-06-07,3,Hyderabad,Central,Clothing,1.12
AMZ103757,Ekart,2025-07-26,2025-07-28,2025-07-31,3,Kolkata,East,Electronics,3.2
AMZ100288,DTDC,2024-04-24,2024-04-26,2024-04-28,2,Mumbai,North,Toys,0.47
AMZ105687,Delhivery,2024-10-14,2024-10-17,2024-10-18,1,Bangalore,West,Electronics,0.42
AMZ105412,Amazon Logistics,2024-12-10,2024-12-16,2024-12-18,2,Chennai,West,Toys,0.1
AMZ100335,XpressBees,2024-04-19,2024-04-22,2024-04-24,2,Pune,West,Clothing,1.33
AMZ105245,Ekart,2025-03-09,2025-03-10,2025-03-11,1,Ahmedabad,West,Clothing,0.77
AMZ103191,DTDC,2025-08-20,2025-08-22,2025-08-24,2,Hyderabad,Central,Beauty,0.63
AMZ101240,XpressBees,2025-08-17,2025-08-19,2025-08-22,3,Delhi,North,Electronics,3.53
AMZ101135,DTDC,2025-08-18,2025-08-25,2025-08-25,0,Chennai,West,Home & Kitchen,0.27
AMZ101584,BlueDart,2025-04-02,2025-04-05,2025-04-08,3,Bangalore,East,Home & Kitchen,0.1
AMZ100769,Amazon Logistics,2024-03-29,2024-04-01,2024-04-06,5,Chennai,North,Clothing,0.4
AMZ106152,BlueDart,2025-11-09,2025-11-14,2025-11-14,0,Bangalore,North,Electronics,1.02
AMZ105747,Shiprocket,2025-09-28,2025-09-30,2025-10-02,2,Hyderabad,North,Home & Kitchen,1.53
AMZ109736,Amazon Logistics,2025-10-10,2025-10-12,2025-10-15,3,Bangalore,West,Home & Kitchen,1.34
AMZ101412,GATI,2024-06-11,2024-06-16,2024-06-21,5,Chennai,Central,Books,0.61
AMZ106576,Ekart,2025-03-16,2025-03-17,2025-03-19,2,Mumbai,West,Electronics,0.1
AMZ105328,Ekart,2025-03-24,2025-03-28,2025-03-28,0,Delhi,West,Electronics,0.26
AMZ107563,Ekart,2024-03-23,2024-03-24,2024-03-25,1,Mumbai,East,Grocery,0.84
AMZ106951,XpressBees,2024-03-17,2024-03-18,2024-03-27,9,Pune,Central,Clothing,0.34
AMZ103689,Amazon Logistics,2025-10-20,2025-10-30,2025-10-30,0,Hyderabad,North,Books,2.3
AMZ100709,BlueDart,2025-08-12,2025-08-13,2025-08-19,6,Bangalore,West,Clothing,0.1
AMZ109992,XpressBees,2024-01-22,2024-01-23,2024-01-24,1,Delhi,West,Electronics,0.12
AMZ107992,BlueDart,2025-07-12,2025-07-22,2025-07-24,2,Pune,Central,Books,0.16
AMZ105266,XpressBees,2024-01-02,2024-01-04,2024-01-06,2,Bangalore,East,Grocery,0.35
AMZ100352,GATI,2024-04-10,2024-04-20,2024-04-23,3,Pune,West,Electronics,0.85
AMZ106345,Delhivery,2024-08-12,2024-08-14,2024-08-17,3,Chennai,West,Books,0.82
AMZ106223,BlueDart,2025-11-14,2025-11-15,2025-11-17,2,Bangalore,North,Clothing,0.41
AMZ109287,Delhivery,2024-06-19,2024-06-21,2024-06-25,4,Pune,North,Electronics,1.51
AMZ100663,Delhivery,2025-09-19,2025-09-21,2025-09-22,1,Bangalore,South,Home & Kitchen,0.92
AMZ103903,XpressBees,2025-06-30,2025-07-06,2025-07-10,4,Kochi,East,Electronics,0.41
AMZ109980,Ekart,2024-05-25,2024-05-27,2024-05-30,3,Hyderabad,South,Electronics,0.18
AMZ104181,Delhivery,2025-03-16,2025-03-19,2025-03-21,2,Delhi,South,Home & Kitchen,0.64
AMZ108794,Amazon Logistics,2024-02-20,2024-02-23,2024-02-24,1,Mumbai,North,Electronics,1.04
AMZ102513,BlueDart,2024-06-03,2024-06-06,2024-06-09,3,Bangalore,Central,Grocery,1.66
AMZ109806,Amazon Logistics,2025-10-29,2025-10-30,2025-10-31,1,Ahmedabad,East,Home & Kitchen,0.99
AMZ103004,BlueDart,2025-10-26,2025-10-31,2025-11-03,3,Hyderabad,North,Toys,0.1
AMZ108257,XpressBees,2024-06-28,2024-07-01,2024-07-03,2,Bangalore,Central,Beauty,4.15
AMZ103850,XpressBees,,,,1,Ahmedabad,South,Electronics,0.21
AMZ101712,Delhivery,2024-12-16,2024-12-17,2024-12-17,0,Ahmedabad,South,Grocery,0.1
AMZ108494,BlueDart,2024-03-11,2024-03-16,2024-03-17,1,Mumbai,West,Grocery,2.56
AMZ105408,BlueDart,2025-04-24,2025-04-28,2025-05-01,3,Udupi,Central,Grocery,0.86
AMZ108142,Delhivery,2024-01-11,2024-01-13,2024-01-14,1,Pune,West,Home & Kitchen,0.28
AMZ107908,BlueDart,2025-04-21,2025-04-22,2025-04-24,2,Mumbai,West,Books,0.35
AMZ108414,XpressBees,2024-06-04,2024-06-18,2024-06-22,4,Hyderabad,South,Electronics,0.47
AMZ106116,GATI,2024-03-06,2024-03-08,2024-03-09,1,Kochi,East,Grocery,0.36
AMZ100686,Delhivery,2025-08-27,2025-08-31,2025-09-02,2,Delhi,West,Home & Kitchen,2.52
AMZ105449,DTDC,2024-05-18,2024-05-19,2024-05-22,3,Bangalore,West,Clothing,1.46
AMZ108788,Ekart,2024-09-18,2024-09-21,2024-09-21,0,Chennai,North,Home & Kitchen,0.78
AMZ103829,BlueDart,2025-03-18,2025-03-22,2025-03-25,3,Delhi,West,Home & Kitchen,2.64
AMZ102482,BlueDart,2024-07-04,2024-07-07,2024-07-12,5,Bangalore,South,Electronics,0.81
AMZ103456,Ekart,2025-09-05,2025-09-06,2025-09-09,3,Kolkata,West,Home & Kitchen,0.87
AMZ101549,XpressBees,2025-01-22,2025-01-23,2025-01-25,2,Mumbai,East,Toys,0.76
AMZ104164,DTDC,2025-05-26,2025-06-01,2025-06-02,1,Hyderabad,North,Clothing,0.43
AMZ106100,Delhivery,2024-03-25,2024-03-27,2024-04-12,16,Bangalore,Central,Books,1.24
AMZ100553,Amazon Logistics,2025-10-10,2025-10-12,2025-10-12,0,Kolkata,West,Grocery,1.27
AMZ107929,BlueDart,2024-08-29,2024-09-02,2024-09-04,2,Delhi,West,Grocery,0.21
AMZ104637,BlueDart,2025-02-16,2025-03-02,2025-03-04,2,Mumbai,Central,Clothing,2.95
AMZ101898,Delhivery,2025-03-29,2025-04-08,2025-04-18,10,Bangalore,Central,Home & Kitchen,0.1
AMZ104818,DTDC,2024-11-02,2024-11-04,2024-11-07,3,Hyderabad,North,Grocery,4.1
AMZ107515,Amazon Logistics,2025-07-12,2025-07-14,2025-07-15,1,Mumbai,West,Toys,0.66
AMZ102995,Amazon Logistics,2024-12-12,2024-12-14,2024-12-18,4,Mumbai,Central,Electronics,0.47
AMZ101448,Amazon Logistics,2024-07-12,2024-07-17,2024-07-17,0,Delhi,West,Electronics,1.68
AMZ100100,XpressBees,2025-07-30,2025-08-09,2025-08-12,3,Mumbai,North,Electronics,1.19
AMZ108604,Delhivery,2024-06-15,2024-06-18,2024-06-17,-1,Ahmedabad,South,Grocery,0.75
AMZ109791,XpressBees,2024-11-02,2024-11-05,2024-11-06,1,Mumbai,Central,Clothing,0.32
AMZ109937,Shiprocket,2024-12-13,2024-12-14,2024-12-16,2,Delhi,Central,Clothing,0.52
AMZ107805,BlueDart,2025-03-09,2025-03-13,2025-03-17,4,Hyderabad,West,Beauty,0.64
AMZ109758,Ekart,2024-03-01,2024-03-02,2024-03-06,4,Bangalore,East,Books,0.55
AMZ108325,BlueDart,2024-02-09,2024-02-12,2024-02-16,4,Hyderabad,South,Clothing,0.68
AMZ108038,DTDC,2024-04-11,2024-04-13,2024-04-17,4,Kolkata,North,Toys,0.3
AMZ104648,Delhivery,2024-07-20,2024-07-26,2024-07-26,0,Ahmedabad,West,Clothing,0.1
AMZ103293,Delhivery,2024-01-18,2024-01-19,2024-01-20,1,Bangalore,Central,Toys,1.15
AMZ107348,Delhivery,2025-01-05,2025-01-11,2025-01-14,3,Bangalore,West,Books,0.19
AMZ109630,DTDC,2025-01-25,2025-01-28,2025-01-29,1,Ahmedabad,Central,Clothing,0.52
AMZ109627,Amazon Logistics,2025-11-04,2025-11-10,2025-11-12,2,Pune,West,Grocery,2.67
AMZ109849,DTDC,2024-12-23,2024-12-29,2025-01-02,4,Mumbai,North,Toys,0.12
AMZ104344,Shiprocket,2025-03-17,2025-03-22,2025-03-22,0,Mumbai,East,Beauty,3.06
AMZ109964,BlueDart,2024-07-02,2024-07-04,2024-07-04,0,Mumbai,Central,Beauty,1.9
AMZ103739,Shiprocket,2024-04-12,2024-04-18,2024-04-18,0,Chennai,North,Grocery,0.28
AMZ106507,Amazon Logistics,2025-11-01,2025-11-03,2025-11-04,1,Pune,South,Clothing,3.07
AMZ104700,Delhivery,2024-07-10,2024-07-11,2024-07-12,1,Delhi,East,Toys,0.73
